"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7617","Создание нового пользователя","","2026-06-22","passed","2026-06-22","","tests.UserTest","tests.UserTest","createUser"
"","1031","API - Попытка получения несуществующего пользователя по id","","2026-06-22","passed","2026-06-22","","tests.api.UserApiTest","tests.api.UserApiTest","getNotExistingUserById"
"","5510","createInvalidUser(User) Создание пользователя с невалидными данными - User(id=null, firstName=null, lastName=Friesen, age=38, sex=FEMALE, money=75077.74)","","2026-06-22","passed","2026-06-22","","tests.UserTest","tests.UserTest","createInvalidUser"
"","3519","Негативная авторизация с корректными кредами","","2026-06-22","passed","2026-06-22","","tests.LoginTest","tests.LoginTest","negativeLogin"
"","2635","API - Получение списка пользователей","","2026-06-22","passed","2026-06-22","","tests.api.UserApiTest","tests.api.UserApiTest","getUsers"
"","2816","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test.com","","2026-06-22","passed","2026-06-22","","tests.LoginTest","tests.LoginTest","validateEmailInput"
"","6258","Получение списка автомобилей пользователя (у пользователя нет машины)","","2026-06-22","passed","2026-06-22","","tests.UserTest","tests.UserTest","readUserWithNoCar"
"","3530","Негативная авторизация с некорректными кредами Негативный логин c email: test@test.com, password: test","","2026-06-22","passed","2026-06-22","","tests.LoginTest","tests.LoginTest","negativeLoginWith"
"","3820","openAllPost()","","2026-06-22","passed","2026-06-22","","tests.MenuTest","tests.MenuTest","openAllPost"
"","1044","API - Получение пользователя по id","","2026-06-22","passed","2026-06-22","","tests.api.UserApiTest","tests.api.UserApiTest","getUserById"
"","3522","Негативная авторизация с некорректными кредами Негативный логин c email: user@pflb.ru, password: test","","2026-06-22","passed","2026-06-22","","tests.LoginTest","tests.LoginTest","negativeLoginWith"
"","22900","checkSortingByFixedTextField(String) Сортировка пользователей по полю Sex","","2026-06-22","passed","2026-06-22","","tests.UserTest","tests.UserTest","checkSortingByFixedTextField"
"","5538","createInvalidUser(User) Создание пользователя с невалидными данными - User(id=null, firstName=Audrea, lastName=Paucek, age=56, sex=FEMALE, money=null)","","2026-06-22","passed","2026-06-22","","tests.UserTest","tests.UserTest","createInvalidUser"
"","1103","API - Начисление денег пользователю","","2026-06-22","passed","2026-06-22","","tests.api.UserApiTest","tests.api.UserApiTest","addMoneyToUser"
"","23859","checkSortingByNumericField(String) Сортировка пользователей по полю Money","","2026-06-22","passed","2026-06-22","","tests.UserTest","tests.UserTest","checkSortingByNumericField"
"","2450","API - Попытка удаления несуществующего пользователя","","2026-06-22","passed","2026-06-22","","tests.api.UserApiTest","tests.api.UserApiTest","deleteNotExistingUser"
"","342","getUserCars()","","2026-06-22","passed","2026-06-22","","tests.api.UserApiTest","tests.api.UserApiTest","getUserCars"
