"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","189","Успешная авторизация с корректными кредами","","2026-06-20","broken","2026-06-20","","tests.LoginTest","tests.LoginTest","successLogin"
"","809","API - Создание нового пользователя","","2026-06-20","passed","2026-06-20","","tests.api.UserApiTest","tests.api.UserApiTest","createUser"
"","196","Негативная авторизация с некорректными кредами Негативный логин c email: user@pflb.ru, password: test","","2026-06-20","broken","2026-06-20","","tests.LoginTest","tests.LoginTest","negativeLoginWith"
"","1274","API - Начисление денег пользователю","","2026-06-20","passed","2026-06-20","","tests.api.UserApiTest","tests.api.UserApiTest","addMoneyToUser"
"","193","checkSortingByField(String, boolean) Сортировка пользователей по полю Age","","2026-06-20","broken","2026-06-20","","tests.UserTest","tests.UserTest","checkSortingByField"
"","1156","API - Получение пользователя по id","","2026-06-20","passed","2026-06-20","","tests.api.UserApiTest","tests.api.UserApiTest","getUserById"
"","3004","checkAllPost()","","2026-06-20","broken","2026-06-20","","tests.AllPostTest","tests.AllPostTest","checkAllPost"
"","379","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=null, firstName=Coy, money=162031.1, secondName=Hayes, sex=FEMALE)","","2026-06-20","passed","2026-06-20","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","1161","API - Попытка начисления денег пользователю, отрицательная сумма","","2026-06-20","passed","2026-06-20","","tests.api.UserApiTest","tests.api.UserApiTest","addInvalidMoneyToUser"
"","192","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test","","2026-06-20","broken","2026-06-20","","tests.LoginTest","tests.LoginTest","validateEmailInput"
"","219","checkDropDownUsers()","","2026-06-20","broken","2026-06-20","","tests.MainPageTest","tests.MainPageTest","checkDropDownUsers"
"","193","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле password: ok","","2026-06-20","broken","2026-06-20","","tests.LoginTest","tests.LoginTest","validatePasswordInput"
"","2697","API - Попытка удаления несуществующего пользователя","","2026-06-20","passed","2026-06-20","","tests.api.UserApiTest","tests.api.UserApiTest","deleteNotExistingUser"
"","1189","API - Попытка начисления денег несуществующему пользователю","","2026-06-20","passed","2026-06-20","","tests.api.UserApiTest","tests.api.UserApiTest","addMoneyToNotExistingUser"
"","212","checkSortingByField(String, boolean) Сортировка пользователей по полю ID","","2026-06-20","broken","2026-06-20","","tests.UserTest","tests.UserTest","checkSortingByField"
