"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1214","API - Попытка начисления денег пользователю, отрицательная сумма","","2026-06-26","passed","2026-06-26","","tests.api.UserApiTest","tests.api.UserApiTest","addInvalidMoneyToUser"
"","2768","API - Попытка удаления несуществующего пользователя","","2026-06-26","passed","2026-06-26","","tests.api.UserApiTest","tests.api.UserApiTest","deleteNotExistingUser"
"","11426","Ошибка при покупке с недостаточными средствами","","2026-06-26","failed","2026-06-26","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","buyCarWithInsufficientMoney"
"","1319","getNotExistingUserInfo()","","2026-06-26","passed","2026-06-26","","tests.api.UserApiTest","tests.api.UserApiTest","getNotExistingUserInfo"
"","4703","Получение списка автомобилей пользователя","","2026-06-26","passed","2026-06-26","","tests.UserTest","tests.UserTest","readUserWithCar"
"","21633","Проверка статуса после покупки","","2026-06-26","failed","2026-06-26","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","checkStatusAfterPurchase"
"","4224","checkDropDownUsers()","","2026-06-26","passed","2026-06-26","","tests.MainPageTest","tests.MainPageTest","checkDropDownUsers"
"","383","getUserCars()","","2026-06-26","passed","2026-06-26","","tests.api.UserApiTest","tests.api.UserApiTest","getUserCars"
"","6808","Добавление денег пользователю","","2026-06-26","passed","2026-06-26","","tests.UserTest","tests.UserTest","addMoney"
"","6605","Создание автомобилей с разными параметрами [1] CNG, Toyota, Camry, 100000","","2026-06-26","passed","2026-06-26","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"","6918","Создание автомобилей с разными параметрами [5] Hydrogenic, Lexus, LS, 350000","","2026-06-26","passed","2026-06-26","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"","3066","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test","","2026-06-26","passed","2026-06-26","","tests.LoginTest","tests.LoginTest","validateEmailInput"
"","0","Запросить кредит","","2026-06-26","skipped","2026-06-26","","tests.UserTest","tests.UserTest","issueALoan"
"","3243","API - Получение списка пользователей","","2026-06-26","passed","2026-06-26","","tests.api.UserApiTest","tests.api.UserApiTest","getUsers"
"","28779","checkSortingByFieldInDb(String, String) Сортировка пользователей по полю Last name","","2026-06-26","passed","2026-06-26","","tests.UserTest","tests.UserTest","checkSortingByFieldInDb"
"","26913","checkSortingByField(String, boolean) Сортировка пользователей по полю Money","","2026-06-26","passed","2026-06-26","","tests.UserTest","tests.UserTest","checkSortingByField"
"","8996","Ошибка при попытке купить несуществующий автомобиль","","2026-06-26","failed","2026-06-26","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","buyNonExistentCar"
"","21931","Одиночная продажа автомобиля","","2026-06-26","failed","2026-06-26","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","sellCar"
"","21562","Успешная покупка автомобиля с достаточными средствами","","2026-06-26","failed","2026-06-26","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","buyCarWithSufficientMoney"
"","378","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=null, firstName=Deidre, money=432606.33, secondName=Mayer, sex=FEMALE)","","2026-06-26","passed","2026-06-26","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","26843","checkSortingByField(String, boolean) Сортировка пользователей по полю ID","","2026-06-26","passed","2026-06-26","","tests.UserTest","tests.UserTest","checkSortingByField"
"","3243","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test.com","","2026-06-26","passed","2026-06-26","","tests.LoginTest","tests.LoginTest","validateEmailInput"
"","1062","API - Создание нового пользователя","","2026-06-26","passed","2026-06-26","","tests.api.UserApiTest","tests.api.UserApiTest","createUser"
"","389","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=85, firstName=null, money=918454.46, secondName=Strosin, sex=FEMALE)","","2026-06-26","passed","2026-06-26","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","21944","Продажа автомобиля пользователем","","2026-06-26","failed","2026-06-26","","tests.ui.car.SellCarTest","tests.ui.car.SellCarTest","sellCarSuccess"
"","6743","Создание автомобилей с разными параметрами [4] PHEV, Audi, A8, 300000","","2026-06-26","passed","2026-06-26","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
