"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26548","API - Получение списка пользователей","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","getUsers"
"","2134","API - Попытка удаления несуществующего пользователя","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","deleteNotExistingUser"
"","3509","Создание автомобилей с разными параметрами [5] Hydrogenic, Lexus, LS, 350000","","2026-06-23","failed","2026-06-23","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"","840","API - Получение пользователя по id","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","getUserById"
"","833","getNotExistingUserInfo()","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","getNotExistingUserInfo"
"","10127","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле password: ok","","2026-06-23","passed","2026-06-23","","tests.LoginTest","tests.LoginTest","validatePasswordInput"
"","30447","Создание нового пользователя","","2026-06-23","broken","2026-06-23","","tests.UserTest","tests.UserTest","createUser"
"","14941","checkSortingByField(String, boolean) Сортировка пользователей по полю ID","","2026-06-23","failed","2026-06-23","","tests.UserTest","tests.UserTest","checkSortingByField"
"","1519","API - Удаление пользователя по id","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","deleteUser"
"","4300","Создание автомобилей с разными параметрами [4] PHEV, Audi, A8, 300000","","2026-06-23","failed","2026-06-23","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"","877","API - Попытка получения несуществующего пользователя по id","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","getNotExistingUserById"
"","2165","API - Заселение и выселение пользователя из дома","","2026-06-23","passed","2026-06-23","","tests.api.AllPostApiTest","tests.api.AllPostApiTest","settleAndEvictUserInHouse"
"","30464","Успешная покупка автомобиля с достаточными средствами","","2026-06-23","broken","2026-06-23","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","buyCarWithSufficientMoney"
"","30432","Одиночная продажа автомобиля","","2026-06-23","broken","2026-06-23","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","sellCar"
"","379","API - Создание дома","","2026-06-23","passed","2026-06-23","","tests.api.AllPostApiTest","tests.api.AllPostApiTest","createHouse"
"","8218","Добавление денег пользователю","","2026-06-23","passed","2026-06-23","","tests.UserTest","tests.UserTest","addMoney"
"","8754","Успешная авторизация с корректными кредами","","2026-06-23","passed","2026-06-23","","tests.LoginTest","tests.LoginTest","successLogin"
"","30830","checkSortingByFieldInDb(String, String) Сортировка пользователей по полю Last name","","2026-06-23","passed","2026-06-23","","tests.UserTest","tests.UserTest","checkSortingByFieldInDb"
"","853","API - Попытка начисления денег пользователю, отрицательная сумма","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","addInvalidMoneyToUser"
"","15504","All POST - создание дома","","2026-06-23","passed","2026-06-23","","tests.AllPostTest","tests.AllPostTest","createHouseFromAllPostPage"
"","271","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=null, firstName=Alfred, money=598363.99, secondName=Witting, sex=MALE)","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","15532","Проверка статуса после покупки","","2026-06-23","failed","2026-06-23","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","checkStatusAfterPurchase"
"","30446","Получение списка автомобилей пользователя","","2026-06-23","broken","2026-06-23","","tests.UserTest","tests.UserTest","readUserWithCar"
"","5771","Негативная авторизация с некорректными кредами Негативный логин c email: test@test.com, password: user","","2026-06-23","passed","2026-06-23","","tests.LoginTest","tests.LoginTest","negativeLoginWith"
"","3658","Создание автомобилей с разными параметрами [3] Gasoline, Mercedes, E-Class, 250000","","2026-06-23","failed","2026-06-23","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"","30457","Множественные покупки одним пользователем [1] 1","","2026-06-23","broken","2026-06-23","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","multiplePurchasesByUser"
"","278","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=45, firstName=Tierra, money=769210.96, secondName=null, sex=FEMALE)","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","282","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=74, firstName=null, money=674433.98, secondName=Rath, sex=MALE)","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","27025","checkSortingByField(String, boolean) Сортировка пользователей по полю Money","","2026-06-23","passed","2026-06-23","","tests.UserTest","tests.UserTest","checkSortingByField"
"","33535","checkSortingByFieldInDb(String, String) Сортировка пользователей по полю First name","","2026-06-23","passed","2026-06-23","","tests.UserTest","tests.UserTest","checkSortingByFieldInDb"
"","888","API - Попытка начисления денег несуществующему пользователю","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","addMoneyToNotExistingUser"
"","6720","Негативная авторизация с некорректными кредами Негативный логин c email: test@test.com, password: test","","2026-06-23","passed","2026-06-23","","tests.LoginTest","tests.LoginTest","negativeLoginWith"
"","30448","Множественные покупки одним пользователем [2] 2","","2026-06-23","broken","2026-06-23","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","multiplePurchasesByUser"
"","272","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=18, firstName=Tosha, money=null, secondName=Cronin, sex=MALE)","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","14378","Множественные покупки одним пользователем [3] 3","","2026-06-23","failed","2026-06-23","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","multiplePurchasesByUser"
"","30433","Создание автомобилей с разными параметрами [2] Diesel, BMW, X5, 200000","","2026-06-23","broken","2026-06-23","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"","9646","All POST - отображение всех POST-форм","","2026-06-23","passed","2026-06-23","","tests.AllPostTest","tests.AllPostTest","checkAllPost"
"","865","API - Попытка изменения несуществующего пользователя","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","changeNotExistingUserById"
"","30447","Ошибка при попытке купить несуществующий автомобиль","","2026-06-23","broken","2026-06-23","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","buyNonExistentCar"
"","3583","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test.com","","2026-06-23","passed","2026-06-23","","tests.LoginTest","tests.LoginTest","validateEmailInput"
"","3522","Создание нового автомобиля с валидными данными","","2026-06-23","failed","2026-06-23","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithValidData"
"","0","Запросить кредит","","2026-06-23","skipped","2026-06-23","","tests.UserTest","tests.UserTest","issueALoan"
"","30461","checkSortingByField(String, boolean) Сортировка пользователей по полю Sex","","2026-06-23","broken","2026-06-23","","tests.UserTest","tests.UserTest","checkSortingByField"
"","6456","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test","","2026-06-23","passed","2026-06-23","","tests.LoginTest","tests.LoginTest","validateEmailInput"
"","272","getUserCars()","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","getUserCars"
"","10617","Создание автомобилей с разными параметрами [1] CNG, Toyota, Camry, 100000","","2026-06-23","failed","2026-06-23","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"","899","API - Изменение пользователя","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","changeUser"
"","867","API - Начисление денег пользователю","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","addMoneyToUser"
"","7021","checkDropDownUsers()","","2026-06-23","passed","2026-06-23","","tests.MainPageTest","tests.MainPageTest","checkDropDownUsers"
"","6252","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле password: loremipsum","","2026-06-23","passed","2026-06-23","","tests.LoginTest","tests.LoginTest","validatePasswordInput"
"","6774","Негативная авторизация с некорректными кредами Негативный логин c email: user@pflb.ru, password: test","","2026-06-23","passed","2026-06-23","","tests.LoginTest","tests.LoginTest","negativeLoginWith"
"","30563","Негативная авторизация с корректными кредами","","2026-06-23","passed","2026-06-23","","tests.LoginTest","tests.LoginTest","negativeLogin"
"","30436","checkSortingByField(String, boolean) Сортировка пользователей по полю Age","","2026-06-23","broken","2026-06-23","","tests.UserTest","tests.UserTest","checkSortingByField"
"","14547","Ошибка при покупке с недостаточными средствами","","2026-06-23","failed","2026-06-23","","tests.ui.car.BuyOrSaleTest","tests.ui.car.BuyOrSaleTest","buyCarWithInsufficientMoney"
"","564","API - Создание нового пользователя","","2026-06-23","passed","2026-06-23","","tests.api.UserApiTest","tests.api.UserApiTest","createUser"
